insert into member values('bangle0', 'singlebangletest!0', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle152', 'singlebangletest!152', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle153', 'singlebangletest!153', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle154', 'singlebangletest!154', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle155', 'singlebangletest!155', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle156', 'singlebangletest!156', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle157', 'singlebangletest!157', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle158', 'singlebangletest!158', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle159', 'singlebangletest!159', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle160', 'singlebangletest!160', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle161', 'singlebangletest!161', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle162', 'singlebangletest!162', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle163', 'singlebangletest!163', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle164', 'singlebangletest!164', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle165', 'singlebangletest!165', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle166', 'singlebangletest!166', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle167', 'singlebangletest!167', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle168', 'singlebangletest!168', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle169', 'singlebangletest!169', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle170', 'singlebangletest!170', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle171', 'singlebangletest!171', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle172', 'singlebangletest!172', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle173', 'singlebangletest!173', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle174', 'singlebangletest!174', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle175', 'singlebangletest!175', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle176', 'singlebangletest!176', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle177', 'singlebangletest!177', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle178', 'singlebangletest!178', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle179', 'singlebangletest!179', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle180', 'singlebangletest!180', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle181', 'singlebangletest!181', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle182', 'singlebangletest!182', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle183', 'singlebangletest!183', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle184', 'singlebangletest!184', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle185', 'singlebangletest!185', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle186', 'singlebangletest!186', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle187', 'singlebangletest!187', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle188', 'singlebangletest!188', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle189', 'singlebangletest!189', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle190', 'singlebangletest!190', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle191', 'singlebangletest!191', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle192', 'singlebangletest!192', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle193', 'singlebangletest!193', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle194', 'singlebangletest!194', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle195', 'singlebangletest!195', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle196', 'singlebangletest!196', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle197', 'singlebangletest!197', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle198', 'singlebangletest!198', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle199', 'singlebangletest!199', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle200', 'singlebangletest!200', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle201', 'singlebangletest!201', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle202', 'singlebangletest!202', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle203', 'singlebangletest!203', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle204', 'singlebangletest!204', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle205', 'singlebangletest!205', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle206', 'singlebangletest!206', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle207', 'singlebangletest!207', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle208', 'singlebangletest!208', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle209', 'singlebangletest!209', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle210', 'singlebangletest!210', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle211', 'singlebangletest!211', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle212', 'singlebangletest!212', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle213', 'singlebangletest!213', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle214', 'singlebangletest!214', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle215', 'singlebangletest!215', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle216', 'singlebangletest!216', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle217', 'singlebangletest!217', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle218', 'singlebangletest!218', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle219', 'singlebangletest!219', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle220', 'singlebangletest!220', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle221', 'singlebangletest!221', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle222', 'singlebangletest!222', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle223', 'singlebangletest!223', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle224', 'singlebangletest!224', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle225', 'singlebangletest!225', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle226', 'singlebangletest!226', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle227', 'singlebangletest!227', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle228', 'singlebangletest!228', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle229', 'singlebangletest!229', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle230', 'singlebangletest!230', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle231', 'singlebangletest!231', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle232', 'singlebangletest!232', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle233', 'singlebangletest!233', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle234', 'singlebangletest!234', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle235', 'singlebangletest!235', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle236', 'singlebangletest!236', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle237', 'singlebangletest!237', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle238', 'singlebangletest!238', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle239', 'singlebangletest!239', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle240', 'singlebangletest!240', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle241', 'singlebangletest!241', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle242', 'singlebangletest!242', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle243', 'singlebangletest!243', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle244', 'singlebangletest!244', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle245', 'singlebangletest!245', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle246', 'singlebangletest!246', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle247', 'singlebangletest!247', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle248', 'singlebangletest!248', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle249', 'singlebangletest!249', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle250', 'singlebangletest!250', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle251', 'singlebangletest!251', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle252', 'singlebangletest!252', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle253', 'singlebangletest!253', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle254', 'singlebangletest!254', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle255', 'singlebangletest!255', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle256', 'singlebangletest!256', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle257', 'singlebangletest!257', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle258', 'singlebangletest!258', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle259', 'singlebangletest!259', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle260', 'singlebangletest!260', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle261', 'singlebangletest!261', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle262', 'singlebangletest!262', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle263', 'singlebangletest!263', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle264', 'singlebangletest!264', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle265', 'singlebangletest!265', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle266', 'singlebangletest!266', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle267', 'singlebangletest!267', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle268', 'singlebangletest!268', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle269', 'singlebangletest!269', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle270', 'singlebangletest!270', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle271', 'singlebangletest!271', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle272', 'singlebangletest!272', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle273', 'singlebangletest!273', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle274', 'singlebangletest!274', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle275', 'singlebangletest!275', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle276', 'singlebangletest!276', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle277', 'singlebangletest!277', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle278', 'singlebangletest!278', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle279', 'singlebangletest!279', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle280', 'singlebangletest!280', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle281', 'singlebangletest!281', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle282', 'singlebangletest!282', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle283', 'singlebangletest!283', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle284', 'singlebangletest!284', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle285', 'singlebangletest!285', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle286', 'singlebangletest!286', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle287', 'singlebangletest!287', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle288', 'singlebangletest!288', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle289', 'singlebangletest!289', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle290', 'singlebangletest!290', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle291', 'singlebangletest!291', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle292', 'singlebangletest!292', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle293', 'singlebangletest!293', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle294', 'singlebangletest!294', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle295', 'singlebangletest!295', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle296', 'singlebangletest!296', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle297', 'singlebangletest!297', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle298', 'singlebangletest!298', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle299', 'singlebangletest!299', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle300', 'singlebangletest!300', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle301', 'singlebangletest!301', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle302', 'singlebangletest!302', 'SingleBangle', 'F','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
insert into member values('bangle303', 'singlebangletest!303', 'SingleBangle', 'M','01012345678', 'recoder@singlebangle.com', '12345', '서울시 중구 남대문로 120', '대일빌딩 3층','N', 'N');
